name,_id,run_start_time,run_end_time,status,status_message,chg_sp,chiller_limit,loop_sp,storage_capacity,year_one_energy_supplied_kw,year_one_energy_supplied_kwh,water_qbft,distributed_generation_total_solar_pv_kw,electricity_kwh,year_one_energy_cost_us_dollars,comfort_result_time_setpoint_not_met_during_occupied_cooling,comfort_result_hours_out_of_comfort_bounds_PMV,year_one_demand_cost_us_dollars,size_kw,year_one_energy_supplied_kwh,electricity_produced_kwh,natural_gas_kwh,year_one_bill_us_dollars,size_kwh
API Generated 2021-06-16 10:14:08 +0000,a72a9939-3c1b-4d3a-8274-ce1f995bebfc,2021-06-16T10:30:44.171Z,2021-06-16T10:46:22.233Z,completed,completed normal,27.39246203,0.270808332,45.87049949,36270.54245,1644.404197,671.2483992,122479.46,1581.8613,19775744.44,1904609.68,1342,1340,1107179.4,599.3609476,17848684.91,19775745,26195783.33,3018989.08,2649.619531
API Generated 2021-06-16 05:37:03 +0000,b2dcc07a-9f56-48f0-9892-559006ba25dd,2021-06-16T06:24:42.502Z,2021-06-16T06:39:17.433Z,completed,completed normal,24.84441125,0.559082004,48.09455048,23715.23763,1507.428176,799.9385295,126390.87,1581.8613,20363022.22,1998357.97,1341,1340,1281080.79,400.7240723,18403169.82,20363023.33,26190833.33,3286638.76,1472.992116
API Generated 2021-06-16 04:04:10 +0000,23c3f661-7ccb-4068-a6e9-fa70bee13824,2021-06-16T04:20:42.708Z,2021-06-16T04:35:31.395Z,completed,completed normal,26.22418675,0.37598757,40.8730437,33625.85012,862.3332304,346.1390942,119296.55,1766.2364,19500133.33,1809545.5,1331,1343,899771.14,1169.247218,17562097.43,19500133.61,26244641.67,2716516.64,8571.911286
API Generated 2021-06-16 10:14:08 +0000,dc57a115-8b5b-4167-9eb5-ec0735db4205,2021-06-16T10:14:13.009Z,2021-06-16T10:30:20.396Z,completed,completed normal,29.91984773,0.17786711,41.01175541,34000.72788,598.1376122,257.1757118,122965.9,2834.8673,20183991.67,1779246.5,1492,1608,929074.87,1475.684481,17317262.07,20183993.33,26249338.89,2715521.37,10600.18342
API Generated 2021-06-16 02:23:50 +0000,feffcc84-6239-48ca-b56a-2bacbc141d58,2021-06-16T02:23:52.990Z,2021-06-16T02:40:37.622Z,completed,completed normal,21.58316218,0.242670241,48.80695668,21663.52788,704.0317021,621.7654713,127202.71,3452.4495,20431222.22,1785226.96,1379,1339,1036892.02,1103.870648,16938549.36,20431221.11,26195405.56,2829318.99,5742.716646
API Generated 2021-06-16 04:04:10 +0000,b8d861e6-9a6d-4bf0-b3f0-3398288f88a9,2021-06-16T04:04:11.384Z,2021-06-16T04:20:19.917Z,completed,completed normal,20.17399391,0.6215659,47.43333179,14397.29392,1374.07601,824.6319556,127414.95,1686.0699,20470761.11,1995691.27,1346,1341,1258548.37,479.7870398,18425555.61,20470761.39,26195502.78,3261439.64,1737.147124
API Generated 2021-06-16 05:37:03 +0000,22205726-f68d-4575-a0c5-5612718c7900,2021-06-16T06:08:34.567Z,2021-06-16T06:23:08.726Z,completed,completed normal,24.35613187,0.294140047,41.5618431,28666.25595,646.8062278,213.7530991,119810.26,1779.8423,19536252.78,1799245.44,1326,1340,838793.32,1536.46884,17618702.3,19536253.06,26237008.33,2645238.76,11470.80563
API Generated 2021-06-16 09:12:17 +0000,88af7215-4660-4ca8-aa40-6a0da6d3cf8e,2021-06-16T09:56:45.752Z,2021-06-16T10:11:06.952Z,completed,completed normal,25.17920344,0.300972315,41.28814663,33633.29259,588.5200957,234.5281922,119533.3,1763.4819,19515419.44,1801781.08,1321,1342,853209.31,1434.235833,17603689.8,19515420.83,26240297.22,2662190.39,10662.4946
API Generated 2021-06-16 11:46:37 +0000,c9680da1-5312-4ddd-8014-eaedc06e0777,2021-06-16T12:47:22.276Z,2021-06-16T13:02:11.909Z,completed,completed normal,26.94790552,0.175873648,41.36330331,14754.7629,475.5170417,768.8678743,119253.61,1866.2675,19525058.33,1826446.5,1348,1353,1048176.17,959.0176771,17404644.48,19525060,26247741.67,2881822.67,4672.772186
API Generated 2021-06-16 14:57:38 +0000,1e94ba05-84cd-4909-949f-8952992c79ad,2021-06-16T14:57:43.459Z,2021-06-16T15:14:09.809Z,completed,completed normal,29.41248565,0.114330905,46.22912914,5575.627576,746.3597127,204.0638702,120816.35,2510.0257,19903791.67,1790782.64,1541,1690,925313.49,1309.642598,17327411.5,19903791.94,26200488.89,2723296.13,10315.48044
API Generated 2021-06-16 17:10:17 +0000,f5c75367-4bd9-433c-9bb5-e7dd2a098d10,2021-06-16T17:59:29.859Z,2021-06-16T18:18:16.330Z,completed,completed normal,29.93754914,0.1128568,47.79485597,21512.3774,1210.502147,310.0962683,124450.22,3257.8733,20213166.67,1762133.15,1335,1340,956704.11,1247.711052,16986665.51,20213169.44,26203688.89,2726037.26,9893.584153
API Generated 2021-06-16 16:35:53 +0000,6af0b19e-8a83-4eba-88da-b9d9acbb5967,2021-06-16T16:35:57.910Z,2021-06-16T16:51:51.355Z,completed,completed normal,26.69661056,0.988482656,42.49970046,35521.18645,1661.469285,817.862458,119174.71,1581.8613,19460366.67,1864966.62,1319,1339,1137443.28,468.3953297,17508349.48,19460366.94,26227044.44,3009609.9,1626.751565
API Generated 2021-06-16 05:37:03 +0000,a05ae4eb-e033-45fc-a6ce-140995f00a53,2021-06-16T05:54:30.161Z,2021-06-16T06:09:06.546Z,completed,completed normal,27.56268016,0.146494639,46.23446415,5473.164774,1424.748801,535.5077924,120814.47,2455.2259,19788108.33,1808320.65,1473,1575,1067048.66,927.7809909,17166669.51,19788108.89,26209986.11,2882569.32,5369.513012
API Generated 2021-06-16 11:46:37 +0000,b1651c50-828b-4eb7-a267-277e66937496,2021-06-16T12:17:43.539Z,2021-06-16T12:32:49.813Z,completed,completed normal,20.09122345,0.325802317,46.12093721,10386.24455,1652.279736,826.3134939,125104.05,1581.8613,20048638.89,1946576.76,1362,1341,1224326.85,414.8606242,18088831.55,20048640,26196250,3178103.62,1388.437636
API Generated 2021-06-16 05:53:23 +0000,2461a32f-a506-4d46-a123-235ccab4bfb7,2021-06-16T06:38:37.017Z,2021-06-16T06:53:37.362Z,completed,completed normal,29.56366932,0.180494254,49.72680691,5895.724233,1648.022928,778.0757246,124517.32,1581.8613,20187588.89,1984739.02,1371,1337,1304377.47,365.3369681,18217477.91,20187589.72,26197927.78,3296316.49,1052.188684
API Generated 2021-06-16 14:57:38 +0000,2c8b9588-7684-4576-9d0e-6b4f18d6679c,2021-06-16T14:57:39.085Z,2021-06-16T15:14:07.434Z,completed,completed normal,29.9318563,0.113087973,44.45094295,19301.15478,1215.992685,260.038942,121666.8,2217.0542,20076772.22,1837245.89,1580,1727,970280.3,1151.408507,17739793.01,20076775,26215513.89,2814726.19,8985.860829
API Generated 2021-06-16 05:37:03 +0000,e36735e4-ad0b-423f-a2df-edb02c60d875,2021-06-16T06:24:09.376Z,2021-06-16T06:38:36.873Z,completed,completed normal,29.40356537,0.477863436,41.47164814,21599.37022,627.1890107,287.8245868,121255.86,2392.3747,19836455.56,1787841.65,1332,1340,911357.84,1177.129524,17351039.59,19836455.28,26246375,2706399.5,9045.952902
API Generated 2021-06-16 15:30:01 +0000,51653534-bc76-4104-9c3f-4f30fe4d49a8,2021-06-16T16:15:53.191Z,2021-06-16T16:35:34.720Z,completed,completed normal,29.59611848,0.122896346,46.19592504,5213.1763,1306.100138,210.4625229,121441.37,2259.0377,19978919.44,1830839.32,1543,1691,971149.72,1140.808748,17607761.87,19978920.28,26207247.22,2809189.04,9216.722795
API Generated 2021-06-16 08:41:04 +0000,9e527875-b437-4dda-9e74-de4015ab21a1,2021-06-16T08:41:07.397Z,2021-06-16T08:57:38.911Z,completed,completed normal,25.64745281,0.902961621,48.92091148,11652.81883,1661.405185,787.8122304,126073.51,1581.8613,20324416.67,1997335.04,1343,1341,1290904.55,339.7765296,18355457.92,20324418.06,26200022.22,3295439.59,1079.488494
API Generated 2021-06-16 07:08:56 +0000,29dc5c1c-a5cc-4add-bab2-293d25fd3d49,2021-06-16T07:56:28.086Z,2021-06-16T08:10:54.036Z,completed,completed normal,27.09812554,0.583114849,43.04263412,6641.551641,1406.078714,482.8743693,120409.73,2041.7163,19576308.33,1820403.95,1329,1340,1035689.96,846.1285494,17324227.99,19576306.67,26217361.11,2863293.91,5660.957296
API Generated 2021-06-16 05:37:03 +0000,ace255c7-8296-4b60-8fd1-3190aab765dd,2021-06-16T06:22:55.358Z,2021-06-16T06:38:00.051Z,completed,completed normal,29.79495199,0.138270511,49.54282591,9264.886392,1466.970776,535.5077924,124416.12,2272.2505,20174061.11,1898871.38,1382,1340,1191891.69,603.9198846,17645349.72,20174058.89,26200672.22,3097963.06,3062.764327
API Generated 2021-06-16 08:41:04 +0000,e0f8f864-23fa-40ab-a9e4-b05a3a4a0398,2021-06-16T09:13:14.958Z,2021-06-16T09:28:04.396Z,completed,completed normal,29.49492315,0.810359465,49.90160876,12793.17266,599.0173591,548.9856978,124570.03,3897.5879,20177761.11,1709767.2,1396,1341,982932.13,1226.622846,16324336.38,20177763.61,26189361.11,2699899.33,6839.145094
API Generated 2021-06-16 04:04:10 +0000,e44dfff9-99fc-4da2-abc6-466d44b449a4,2021-06-16T04:36:52.565Z,2021-06-16T04:52:21.150Z,completed,completed normal,25.70205368,0.994526619,49.90862889,30630.89886,1575.900167,837.2155751,126075.3,1581.8613,20306375,1995653.7,1361,1339,1305064.21,378.3648491,18336554.58,20306375.56,26190491.67,3307917.91,1052.483038
API Generated 2021-06-16 11:46:37 +0000,28cef471-c624-4228-9a86-99db551af7c4,2021-06-16T12:18:46.626Z,2021-06-16T12:33:50.397Z,completed,completed normal,20.65132941,0.176429984,47.48276936,18336.74026,1623.230442,826.576156,127365.71,1581.8613,20467730.56,2010851.13,1330,1343,1300452.59,371.9774683,18496767.87,20467729.44,26196286.11,3318503.72,1017.287391
API Generated 2021-06-16 05:37:03 +0000,0928f6a1-b57b-4065-a366-063322f1a93b,2021-06-16T06:09:10.701Z,2021-06-16T06:23:49.116Z,completed,completed normal,26.94790552,0.143505796,41.02346419,5138.885096,750.3562727,541.0420949,120607.04,2275.8661,19765088.89,1813090.66,1498,1603,1026990.77,1086.391164,17345829.56,19765089.72,26243144.44,2847281.43,7085.074506
API Generated 2021-06-16 07:08:56 +0000,074fc391-6284-4128-b001-325242c32bfa,2021-06-16T07:26:00.475Z,2021-06-16T07:41:07.308Z,completed,completed normal,26.74279703,0.553042829,49.90862889,35126.00468,1656.974954,837.2155751,125606.16,1581.8613,20271483.33,1992834.66,1369,1341,1309189.54,367.2310974,18300259.33,20271484.72,26182361.11,3309224.21,994.9732215
API Generated 2021-06-16 13:35:38 +0000,53863bcc-8f97-4592-b537-58b72bec7745,2021-06-16T14:21:15.918Z,2021-06-16T14:35:28.270Z,completed,completed normal,27.61871733,0.497994571,41.0364715,34122.38227,1661.812543,747.1276596,118922.71,1581.8613,19473883.33,1862071.19,1329,1343,1109758.46,552.870015,17538406.76,19473885.83,26248216.67,2979029.65,2227.716638
API Generated 2021-06-16 13:35:33 +0000,579aec30-c379-4d2f-9c34-c131f2fb5417,2021-06-16T14:20:32.331Z,2021-06-16T14:35:31.494Z,completed,completed normal,26.85519785,0.992489489,49.03499225,36975.97025,1668.055035,834.9996922,125550.32,1581.8613,20275030.56,1993102.79,1371,1336,1296773.23,363.1794512,18304116.41,20275032.22,26195236.11,3297076.02,1002.767175
API Generated 2021-06-16 02:23:50 +0000,ba3e48b6-0128-404d-8513-eb67f63b24a0,2021-06-16T02:56:07.380Z,2021-06-16T03:11:32.669Z,completed,completed normal,26.86875721,0.994526619,49.90862889,6524.150275,1578.98533,837.2155751,125543.67,1581.8613,20270372.22,1992337.63,1380,1341,1305554.51,378.0281352,18300541.62,20270370.56,26189480.56,3305092.14,1052.483066
API Generated 2021-06-16 04:04:10 +0000,21f14da9-f50f-4511-8a48-f3af629f8c61,2021-06-16T04:51:08.104Z,2021-06-16T05:05:36.102Z,completed,completed normal,27.25098039,0.373765823,41.1879036,35501.51942,476.4373142,513.2320833,118983.39,2430.037,19463819.44,1747180.05,1323,1336,891098.09,1233.623196,16917145.94,19463821.94,26245102.78,2645478.14,7180.158699
API Generated 2021-06-16 02:23:50 +0000,661e7559-2584-4389-a8a5-015a6dbb53b2,2021-06-16T03:12:25.005Z,2021-06-16T03:27:29.498Z,completed,completed normal,21.63629873,0.285052236,49.72240504,7254.387022,426.5663993,373.3075266,127227.88,3569.744,20421383.33,1750606.42,1355,1338,929425.97,1441.445111,16909301.21,20421385.56,26197125,2687232.4,9643.34674
API Generated 2021-06-16 10:14:08 +0000,2e228b32-6be7-404b-a96a-fed34485d887,2021-06-16T10:30:45.046Z,2021-06-16T10:45:35.232Z,completed,completed normal,20.0766452,0.229560941,40.35147779,14706.76826,1334.875325,824.8238467,120669.21,1581.8613,19651300,1876551.81,1319,1337,1119613.93,653.8311482,17730380.1,19651301.11,26257822.22,3003365.74,2824.37829
API Generated 2021-06-16 12:17:34 +0000,aa5f1866-40fb-42ca-bf52-39d4a73b24ed,2021-06-16T13:02:12.048Z,2021-06-16T13:17:01.143Z,completed,completed normal,28.2747299,0.84088313,49.90862889,35631.5098,1656.634833,832.6725021,124955,1602.0585,20214811.11,1985130.5,1353,1336,1306214.08,375.7879137,18226761.9,20214813.33,26195133.33,3298544.58,1039.925424
API Generated 2021-06-16 05:37:03 +0000,8510b0b2-b942-46a3-b2bb-2430fbd1d2ed,2021-06-16T05:53:35.782Z,2021-06-16T06:09:10.561Z,completed,completed normal,27.62380137,0.556844347,40.94697572,35335.48271,1606.063045,747.5601033,118957.48,1581.8613,19478491.67,1862518.74,1309,1340,1110663.41,558.0417502,17543018.84,19478492.22,26244652.78,2980382.15,2221.49441
API Generated 2021-06-16 07:24:45 +0000,c5819aaa-dcb0-47de-b10c-2e12ca64b326,2021-06-16T08:09:39.503Z,2021-06-16T08:24:17.152Z,completed,completed normal,23.48993186,0.994526619,49.90862889,32319.47511,599.0977864,231.9253511,126817.36,3202.8546,20377269.44,1773790.16,1391,1340,899939.3,1537.189461,17218959.01,20377270.83,26195138.89,2680929.46,12320.47574
API Generated 2021-06-16 13:19:44 +0000,f5ce8201-b26f-4cde-9ad7-42b1c6858731,2021-06-16T14:09:13.538Z,2021-06-16T14:23:26.955Z,completed,completed normal,27.83393792,0.991236857,40.8658028,25100.99646,1650.644126,802.378092,118896.47,1581.8613,19489011.11,1867867.99,1309,1343,1159390.93,472.7218185,17537339.57,19489013.33,26234783.33,3034458.92,1649.339856
API Generated 2021-06-16 10:44:47 +0000,bdcb6e87-99c3-4fbd-8dce-93b720bde71e,2021-06-16T11:29:38.066Z,2021-06-16T11:44:28.407Z,completed,completed normal,20.33331254,0.129509311,49.31031368,11565.49168,430.7772971,596.4690254,127462.88,3724.2956,20445844.44,1754486.49,1363,1340,1001595.03,1181.673827,16734466.82,20445846.39,26200850,2763281.52,6464.885504
API Generated 2021-06-16 07:40:09 +0000,4bd90e59-b1db-4964-88a7-6322504864c2,2021-06-16T08:25:09.025Z,2021-06-16T08:40:02.960Z,completed,completed normal,20.27310652,0.225668739,42.95783242,5766.022815,508.5527977,369.3200756,122261.56,2195.2015,19857122.22,1816838.1,1419,1460,975525.33,1297.267797,17555812.58,19857124.72,26225186.11,2799563.43,9695.331559
API Generated 2021-06-16 07:08:56 +0000,7e1c0310-9e95-4042-907e-f75f366a6c3d,2021-06-16T07:39:33.635Z,2021-06-16T07:54:06.982Z,completed,completed normal,29.79915427,0.108707414,41.21040665,6219.4375,1065.23382,621.2323561,121442.42,1848.6878,20025141.67,1900386.32,1567,1759,1137495.96,748.9730014,17894684.97,20025144.44,26246513.89,3045082.28,3789.901958
API Generated 2021-06-16 08:57:24 +0000,b575a422-9e1d-4ee3-8ecd-38ada05a6b42,2021-06-16T09:42:21.185Z,2021-06-16T09:56:45.611Z,completed,completed normal,24.38386493,0.126542818,41.56271664,30852.03265,778.1084165,764.3391876,119924.31,1718.7645,19544002.78,1848578.19,1346,1342,1055085,762.4698954,17520785.13,19544005,26242286.11,2910863.19,3365.722378
API Generated 2021-06-16 13:19:44 +0000,bc760d66-c0ad-4d7a-aef3-996d22f82202,2021-06-16T13:19:47.464Z,2021-06-16T13:35:28.934Z,completed,completed normal,20.30505643,0.622029535,40.35642712,39282.13118,423.5481893,253.8194029,120671.18,1990.9549,19651475,1787102.76,1327,1338,822760.55,1673.665465,17551327.48,19651477.78,26254497.22,2617063.31,11915.77566
API Generated 2021-06-16 16:35:53 +0000,de22b748-2009-422e-8862-d4e94ecb1100,2021-06-16T17:25:32.948Z,2021-06-16T17:42:33.152Z,completed,completed normal,20.09625376,0.217027876,48.85336753,21637.25271,418.0667113,206.9605393,127518.54,2689.7261,20450194.44,1814203.83,1371,1338,879226.95,1901.796173,17769920.68,20450196.39,26184025,2700630.79,15047.06135
API Generated 2021-06-16 12:03:37 +0000,14a73949-9ff6-4c38-b6b0-c387abdad380,2021-06-16T13:01:03.022Z,2021-06-16T13:15:27.859Z,completed,completed normal,20.06108013,0.495455247,48.46840175,6095.514263,1043.563364,833.4133818,127556.02,1812.8268,20454263.89,1979055.62,1366,1341,1243436.76,646.1048047,18303317.99,20454263.06,26182902.78,3229692.39,1976.42023
API Generated 2021-06-16 13:51:42 +0000,fbc9cfcc-1f5a-45c0-85a4-5c7873fec483,2021-06-16T14:38:49.668Z,2021-06-16T14:53:13.280Z,completed,completed normal,20.0597163,0.936335074,46.42289077,20142.207,1292.061765,250.795633,125651.95,2965.3494,20114511.11,1779242.85,1336,1340,961125.61,1082.823736,17114704.7,20114511.39,26196941.67,2747568.45,8481.614346
API Generated 2021-06-16 04:04:10 +0000,4e1f7860-6dc4-4e4c-b719-21dc21c2f336,2021-06-16T04:35:51.405Z,2021-06-16T04:50:44.122Z,completed,completed normal,26.90556087,0.994526619,49.84425826,29716.90086,1314.973373,837.2155751,125531.31,1614.0347,20267241.67,1985463.2,1387,1337,1276367,467.6635361,18281221.27,20267243.06,26194316.67,3269030.2,1554.795894
API Generated 2021-06-16 07:08:56 +0000,8298cf93-d1b6-493e-85f8-8f56ce3dd574,2021-06-16T07:08:57.107Z,2021-06-16T07:25:21.593Z,completed,completed normal,26.20008875,0.497257349,48.51799784,31526.44757,1576.854946,785.4309337,125814.52,1581.8613,20310325,1995630.04,1368,1339,1299779,342.9022397,18342129.27,20310325,26189544.44,3302609.05,1126.741688
API Generated 2021-06-16 04:04:10 +0000,8c88e74e-7c08-4b71-85aa-6752e42de31b,2021-06-16T04:20:24.536Z,2021-06-16T04:35:39.554Z,completed,completed normal,25.40293072,0.994526619,49.81023182,12987.43081,1103.018631,538.1835784,126145.67,2876.9339,20319755.56,1841740.62,1406,1342,1108358.33,836.5380171,17297405.34,20319756.11,26201047.22,2957298.94,4480.469934
API Generated 2021-06-16 04:04:10 +0000,2bfd28ae-31bb-4938-acce-24e9b13b02fa,2021-06-16T04:51:29.391Z,2021-06-16T05:06:10.745Z,completed,completed normal,29.66321247,0.129519863,43.68806842,17415.45806,969.7187272,410.5123923,121429.74,2782.8521,20004244.44,1774417.06,1500,1616,973098.96,1105.231206,17150569.52,20004245.83,26224200,2754716.02,7666.654187
API Generated 2021-06-16 13:19:44 +0000,633d38da-1213-4cc9-8334-9ffa2c5ef60b,2021-06-16T13:35:28.636Z,2021-06-16T13:50:35.570Z,completed,completed normal,20.11234361,0.958752866,49.28397208,12965.36277,1264.971595,814.1758702,127510.8,1611.0396,20445394.44,2001993.43,1364,1341,1272965.88,462.5779551,18462339.73,20445394.17,26204705.56,3282159.3,1568.696383
API Generated 2021-06-16 00:49:35 +0000,91e00776-93f8-49f7-a7af-b37a2adf3ef9,2021-06-16T01:38:04.028Z,2021-06-16T01:53:56.027Z,completed,completed normal,26.68963809,0.44639202,49.11253907,35870.1182,1592.913009,342.0459631,125625.68,3295.7147,20285833.33,1780707.37,1383,1336,1027124.47,968.5000606,16964024.21,20285831.67,26188186.11,2815031.84,7155.191544
API Generated 2021-06-16 01:22:45 +0000,55ac30b8-a6f6-42d5-8bd9-9e87266f2385,2021-06-16T02:08:23.434Z,2021-06-16T02:22:47.838Z,completed,completed normal,27.58640776,0.684281394,48.57737088,6767.023614,732.3580695,466.5698545,125190.42,3437.8396,20251038.89,1765014.63,1372,1340,1009806.52,1105.507772,16796196.3,20251039.72,26197111.11,2782021.15,6680.883079
API Generated 2021-06-16 05:37:03 +0000,87574bf0-c2d1-4a6d-a11f-f9276cea8b7a,2021-06-16T05:53:07.613Z,2021-06-16T06:07:56.574Z,completed,completed normal,20.12878097,0.798203228,49.51101187,15583.33862,428.7607908,520.7231439,127427.38,4086.5707,20443383.33,1711712.99,1387,1341,957618.2,1282.868939,16441278.68,20443384.44,26206613.89,2676531.19,7469.913594
API Generated 2021-06-16 02:23:50 +0000,fb71b35f-8d1b-4afe-b73d-0fa60e51faf0,2021-06-16T03:11:58.508Z,2021-06-16T03:27:21.202Z,completed,completed normal,29.5256873,0.909946626,45.11251042,14476.20446,1549.183866,751.5095096,122738.63,1581.8613,19982780.56,1930812.46,1314,1340,1177391.69,441.1051798,18033060.92,19982779.72,26206002.78,3115404.15,1741.107399
API Generated 2021-06-16 08:41:04 +0000,b385bb85-eb46-4d26-b079-ca0f571f46bb,2021-06-16T09:28:35.248Z,2021-06-16T09:44:35.665Z,completed,completed normal,20.13409428,0.380442211,47.45875916,24758.46754,1587.642309,830.5841234,127410.27,1581.8613,20464600,2010420.31,1355,1342,1299894.49,375.6394756,18493675.8,20464599.44,26195641.67,3317514.81,1017.518302
API Generated 2021-06-16 07:40:39 +0000,ed282c06-9ece-4408-92e7-543ac4af8045,2021-06-16T08:25:47.576Z,2021-06-16T08:40:32.374Z,completed,completed normal,28.63198857,0.994526619,47.86175176,8269.414628,1303.409898,831.6555462,124869.36,1581.8613,20232300,1985401.63,1348,1341,1274591.32,458.2025027,18274965.36,20232301.39,26192433.33,3267192.96,1582.424917
API Generated 2021-06-16 10:14:08 +0000,53ac9f45-50a1-41be-bb61-37e40b360bb2,2021-06-16T10:14:10.794Z,2021-06-16T10:31:38.437Z,completed,completed normal,22.63877167,0.975936158,49.04895174,32968.00201,1665.9739,837.2155751,127050.24,1581.8613,20409719.44,2005586.16,1358,1340,1309946.31,357.8375793,18438543.08,20409722.22,26200433.33,3322732.48,1002.720105
API Generated 2021-06-16 00:49:35 +0000,55469d42-303e-48bd-94cf-614e34d2d12d,2021-06-16T01:37:56.040Z,2021-06-16T01:52:41.682Z,completed,completed normal,25.30040074,0.163394803,43.57377687,34789.14497,534.786168,559.3509727,119619.17,2246.9766,19506372.22,1776934.67,1323,1341,929405.76,1108.307797,17095160.73,19506373.06,26222830.56,2713540.43,6154.463459
API Generated 2021-06-16 02:23:50 +0000,2380273e-d861-488a-9e74-aa8f0d89ea27,2021-06-16T03:11:57.788Z,2021-06-16T03:27:12.098Z,completed,completed normal,21.24895914,0.285052236,48.72760713,12756.58563,651.0643146,513.4468846,127306.77,3754.6934,20439172.22,1746505.49,1377,1339,983700.83,1241.618127,16718081.57,20439169.72,26192719.44,2737406.32,7143.47128
API Generated 2021-06-16 02:23:50 +0000,e59fa555-7c47-4eb6-8d6e-654a91c5a5d1,2021-06-16T02:40:39.111Z,2021-06-16T02:55:57.068Z,completed,completed normal,26.73642321,0.857243123,42.87045869,11024.13191,1637.491773,210.3329881,119485.95,1581.8613,19496080.56,1832484.38,1320,1336,949180,1098.038291,17723625.08,19496078.61,26240883.33,2788864.38,8946.433688
API Generated 2021-06-16 13:19:44 +0000,15f93d4b-86ae-4d3b-a003-306ee14ffd42,2021-06-16T13:19:49.350Z,2021-06-16T13:34:56.398Z,completed,completed normal,25.54535259,0.86120835,41.19937998,11776.803,1464.401928,487.2677145,119664.37,1581.8613,19529955.56,1856272.4,1310,1339,1058347.14,764.4071146,17661335.58,19529956.67,26239561.11,2921819.54,4813.719508
